date,year,admin1,market,category,commodity,unit,price,currency
2008-06-15,2008,Shan (North),Manton,vegetables and fruits,Onions,KG,909.09,MMK
2008-06-15,2008,Shan (North),Lashio Market,cereals and tubers,Potatoes,KG,363.64,MMK
2008-06-15,2008,Shan (North),Lashio Market,cereals and tubers,Rice (high quality),KG,900.0,MMK
2008-06-15,2008,Shan (North),Lashio Market,cereals and tubers,Rice (low quality),KG,650.0,MMK
2008-06-15,2008,Shan (North),Lashio Market,miscellaneous food,Salt,KG,424.24,MMK
2008-06-15,2008,Shan (North),Lashio Market,pulses and nuts,Soybeans,KG,969.7,MMK
2008-06-15,2008,Shan (North),Lashio Market,vegetables and fruits,Onions,KG,303.03,MMK
2008-06-15,2008,Shan (South),Hsihseng,"meat, fish and eggs",Meat (beef),KG,2424.24,MMK
2008-06-15,2008,Shan (South),Hsihseng,"meat, fish and eggs",Meat (chicken),KG,3636.36,MMK
2008-06-15,2008,Shan (South),Hsihseng,"meat, fish and eggs",Meat (pork),KG,3636.36,MMK
2008-06-15,2008,Shan (South),Hsihseng,vegetables and fruits,Garlic,KG,242.42,MMK
2008-06-15,2008,Shan (South),Taunggyi,"meat, fish and eggs",Meat (beef),KG,3030.3,MMK
2008-06-15,2008,Shan (South),Taunggyi,"meat, fish and eggs",Meat (pork),KG,3636.36,MMK
2008-06-15,2008,Shan (South),Taunggyi,miscellaneous food,Salt,KG,606.06,MMK
2008-06-15,2008,Shan (South),Taunggyi,vegetables and fruits,Garlic,KG,303.03,MMK
2008-07-15,2008,Kachin,Garayang,cereals and tubers,Rice (low quality),KG,350.0,MMK
2008-07-15,2008,Kachin,Nam San Yang,cereals and tubers,Rice (low quality),KG,600.0,MMK
2008-07-15,2008,Kachin,Sadung,cereals and tubers,Potatoes,KG,500.0,MMK
2008-07-15,2008,Kachin,Sadung,cereals and tubers,Rice (low quality),KG,700.0,MMK
2008-07-15,2008,Kachin,Sadung,vegetables and fruits,Tomatoes,KG,800.0,MMK
2008-07-15,2008,Magway,Magway,cereals and tubers,Potatoes,KG,363.64,MMK
2008-07-15,2008,Magway,Magway,cereals and tubers,Rice (low quality),KG,750.0,MMK
2008-07-15,2008,Magway,Magway,vegetables and fruits,Tomatoes,KG,484.85,MMK
2008-07-15,2008,Magway,Yenanchaung,vegetables and fruits,Tomatoes,KG,484.85,MMK
2008-07-15,2008,Magway,Pakhangyi,cereals and tubers,Potatoes,KG,424.24,MMK
2008-07-15,2008,Magway,Pakhangyi,cereals and tubers,Rice (low quality),KG,783.33,MMK
2008-07-15,2008,Rakhine,Alel Than Kyaw,pulses and nuts,Chickpeas (local),KG,700.0,MMK
2008-07-15,2008,Rakhine,Buthidaung,cereals and tubers,Rice (low quality),KG,400.0,MMK
2008-07-15,2008,Rakhine,Buthidaung,oil and fats,Oil (palm),L,2000.0,MMK
2008-07-15,2008,Rakhine,Kyein Chung,pulses and nuts,Chickpeas (local),KG,900.0,MMK
2008-07-15,2008,Rakhine,Maungdaw,cereals and tubers,Rice (low quality),KG,500.0,MMK
2008-07-15,2008,Rakhine,Maungdaw,oil and fats,Oil (palm),L,2100.0,MMK
2008-07-15,2008,Rakhine,Myin Hlut,cereals and tubers,Rice (low quality),KG,500.0,MMK
2008-07-15,2008,Rakhine,Myin Hlut,pulses and nuts,Chickpeas (local),KG,1000.0,MMK
2008-07-15,2008,Rakhine,Nyaung Chung,oil and fats,Oil (palm),L,2000.0,MMK
2008-07-15,2008,Rakhine,Nyaung Chung,pulses and nuts,Chickpeas (local),KG,660.0,MMK
2008-07-15,2008,Rakhine,Taung Bazzar,cereals and tubers,Rice (low quality),KG,550.0,MMK
2008-07-15,2008,Rakhine,Taung Bazzar,oil and fats,Oil (palm),L,2400.0,MMK
2008-07-15,2008,Rakhine,Taung Pyo Let Wai,oil and fats,Oil (palm),L,2400.0,MMK
2008-07-15,2008,Rakhine,Kha Mauck Siek,pulses and nuts,Chickpeas (local),KG,1000.0,MMK
2008-07-15,2008,Rakhine,Rathedaung,cereals and tubers,Rice (low quality),KG,420.0,MMK
2008-07-15,2008,Rakhine,Rathedaung,pulses and nuts,Chickpeas (local),KG,1000.0,MMK
2008-07-15,2008,Rakhine,Zedi Pyin,cereals and tubers,Rice (low quality),KG,480.0,MMK
2008-07-15,2008,Rakhine,Zedi Pyin,oil and fats,Oil (palm),L,2100.0,MMK
2008-07-15,2008,Shan (North),Long Tan,cereals and tubers,Rice (low quality),KG,297.65,MMK
2008-07-15,2008,Shan (North),Man Pan,cereals and tubers,Potatoes,KG,484.85,MMK
2008-07-15,2008,Shan (North),Man Pan,cereals and tubers,Rice (high quality),KG,600.0,MMK
2008-07-15,2008,Shan (North),Man Pan,cereals and tubers,Rice (low quality),KG,550.0,MMK
2008-07-15,2008,Shan (North),Man Pan,oil and fats,Oil (palm),L,2727.27,MMK
2008-07-15,2008,Shan (North),Man Pan,pulses and nuts,Soybeans,KG,1212.12,MMK
2008-07-15,2008,Shan (North),Man Pan,vegetables and fruits,Garlic,KG,606.06,MMK
2008-07-15,2008,Shan (North),Man Pan,vegetables and fruits,Onions,KG,727.27,MMK
2008-07-15,2008,Shan (North),Manton,cereals and tubers,Maize,KG,484.85,MMK
2008-07-15,2008,Shan (North),Lashio Market,cereals and tubers,Potatoes,KG,363.64,MMK
2008-07-15,2008,Shan (North),Lashio Market,cereals and tubers,Rice (high quality),KG,900.0,MMK
2008-07-15,2008,Shan (North),Lashio Market,cereals and tubers,Rice (low quality),KG,650.0,MMK
2008-07-15,2008,Shan (North),Lashio Market,vegetables and fruits,Onions,KG,303.03,MMK
2008-07-15,2008,Shan (North),Pang Kham,vegetables and fruits,Onions,KG,892.94,MMK
2008-07-15,2008,Shan (South),Hsihseng,cereals and tubers,Rice (low quality),KG,340.0,MMK
2008-07-15,2008,Shan (South),Hsihseng,"meat, fish and eggs",Meat (beef),KG,2424.24,MMK
2008-07-15,2008,Shan (South),Hsihseng,"meat, fish and eggs",Meat (chicken),KG,4848.48,MMK
2008-07-15,2008,Shan (South),Hsihseng,"meat, fish and eggs",Meat (pork),KG,3636.36,MMK
2008-07-15,2008,Shan (South),Hsihseng,vegetables and fruits,Garlic,KG,363.64,MMK
2008-07-15,2008,Shan (South),Taunggyi,"meat, fish and eggs",Meat (beef),KG,3636.36,MMK
2008-07-15,2008,Shan (South),Taunggyi,"meat, fish and eggs",Meat (pork),KG,3636.36,MMK
2008-07-15,2008,Shan (South),Taunggyi,vegetables and fruits,Garlic,KG,181.82,MMK
2008-08-15,2008,Kachin,Garayang,cereals and tubers,Rice (low quality),KG,725.0,MMK
2008-08-15,2008,Kachin,Sadung,cereals and tubers,Potatoes,KG,500.0,MMK
2008-08-15,2008,Kachin,Sadung,cereals and tubers,Rice (low quality),KG,700.0,MMK
2008-08-15,2008,Kachin,Sadung,vegetables and fruits,Onions,KG,700.0,MMK
2008-08-15,2008,Kachin,Sadung,vegetables and fruits,Tomatoes,KG,800.0,MMK
2008-08-15,2008,Magway,Yenanchaung,vegetables and fruits,Tomatoes,KG,363.64,MMK
2008-08-15,2008,Magway,Pakhangyi,cereals and tubers,Potatoes,KG,484.85,MMK
2008-08-15,2008,Magway,Pakhangyi,cereals and tubers,Rice (low quality),KG,240.0,MMK
2008-08-15,2008,Magway,Pakhangyi,vegetables and fruits,Tomatoes,KG,606.06,MMK
2008-08-15,2008,Rakhine,Alel Than Kyaw,oil and fats,Oil (palm),L,2200.0,MMK
2008-08-15,2008,Rakhine,Alel Than Kyaw,pulses and nuts,Chickpeas (local),KG,600.0,MMK
2008-08-15,2008,Rakhine,Buthidaung,cereals and tubers,Rice (low quality),KG,390.0,MMK
2008-08-15,2008,Rakhine,Buthidaung,oil and fats,Oil (palm),L,2000.0,MMK
2008-08-15,2008,Rakhine,Buthidaung,pulses and nuts,Chickpeas (local),KG,600.0,MMK
2008-08-15,2008,Rakhine,Kyein Chung,cereals and tubers,Rice (low quality),KG,420.0,MMK
2008-08-15,2008,Rakhine,Kyein Chung,oil and fats,Oil (palm),L,2150.0,MMK
2008-08-15,2008,Rakhine,Kyein Chung,pulses and nuts,Chickpeas (local),KG,600.0,MMK
2008-08-15,2008,Rakhine,Maungdaw,pulses and nuts,Chickpeas (local),KG,600.0,MMK
2008-08-15,2008,Rakhine,Myin Hlut,cereals and tubers,Rice (low quality),KG,450.0,MMK
2008-08-15,2008,Rakhine,Myin Hlut,pulses and nuts,Chickpeas (local),KG,600.0,MMK
2008-08-15,2008,Rakhine,Nyaung Chung,pulses and nuts,Chickpeas (local),KG,700.0,MMK
2008-08-15,2008,Rakhine,Taung Bazzar,oil and fats,Oil (palm),L,2200.0,MMK
2008-08-15,2008,Rakhine,Taung Pyo Let Wai,cereals and tubers,Rice (low quality),KG,445.0,MMK
2008-08-15,2008,Rakhine,Taung Pyo Let Wai,pulses and nuts,Chickpeas (local),KG,500.0,MMK
2008-08-15,2008,Rakhine,Kha Mauck Siek,cereals and tubers,Rice (low quality),KG,500.0,MMK
2008-08-15,2008,Rakhine,Kha Mauck Siek,oil and fats,Oil (palm),L,2100.0,MMK
2008-08-15,2008,Rakhine,Kha Mauck Siek,pulses and nuts,Chickpeas (local),KG,530.0,MMK
2008-08-15,2008,Rakhine,Rathedaung,cereals and tubers,Rice (low quality),KG,400.0,MMK
2008-08-15,2008,Rakhine,Rathedaung,oil and fats,Oil (palm),L,2100.0,MMK
2008-08-15,2008,Rakhine,Rathedaung,pulses and nuts,Chickpeas (local),KG,600.0,MMK
2008-08-15,2008,Rakhine,Zedi Pyin,pulses and nuts,Chickpeas (local),KG,600.0,MMK
2008-08-15,2008,Shan (North),Kaung Ming Sang,miscellaneous food,Salt,KG,446.47,MMK
2008-08-15,2008,Shan (North),Kaung Ming Sang,vegetables and fruits,Onions,KG,1488.23,MMK
2008-08-15,2008,Shan (North),Long Tan,miscellaneous food,Salt,KG,595.29,MMK
2008-08-15,2008,Shan (North),Long Tan,vegetables and fruits,Onions,KG,744.12,MMK
2008-08-15,2008,Shan (North),Man Pan,cereals and tubers,Maize,KG,303.03,MMK
2008-08-15,2008,Shan (North),Man Pan,cereals and tubers,Potatoes,KG,424.24,MMK
2008-08-15,2008,Shan (North),Man Pan,oil and fats,Oil (palm),L,2727.27,MMK
2008-08-15,2008,Shan (North),Man Pan,vegetables and fruits,Garlic,KG,303.03,MMK
2008-08-15,2008,Shan (North),Man Pan,vegetables and fruits,Onions,KG,606.06,MMK
2008-08-15,2008,Shan (North),Manton,cereals and tubers,Maize,KG,363.64,MMK
2008-08-15,2008,Shan (North),Manton,cereals and tubers,Potatoes,KG,484.85,MMK
2008-08-15,2008,Shan (North),Manton,pulses and nuts,Soybeans,KG,909.09,MMK
2008-08-15,2008,Shan (North),Lashio Market,cereals and tubers,Potatoes,KG,424.24,MMK
2008-08-15,2008,Shan (North),Lashio Market,cereals and tubers,Rice (low quality),KG,750.0,MMK
2008-08-15,2008,Shan (North),Lashio Market,vegetables and fruits,Onions,KG,424.24,MMK
2008-08-15,2008,Shan (North),Pang Kham,cereals and tubers,Rice (low quality),KG,372.06,MMK
2008-08-15,2008,Shan (North),Pang Kham,miscellaneous food,Salt,KG,744.12,MMK
2008-08-15,2008,Shan (North),Pang Kham,vegetables and fruits,Onions,KG,744.12,MMK
2008-08-15,2008,Shan (North),Wein Kao,cereals and tubers,Rice (low quality),KG,208.35,MMK
2008-08-15,2008,Shan (North),Wein Kao,miscellaneous food,Salt,KG,595.29,MMK
2008-08-15,2008,Shan (North),Wein Kao,vegetables and fruits,Onions,KG,892.94,MMK
2008-08-15,2008,Shan (South),Hsihseng,"meat, fish and eggs",Meat (chicken),KG,3030.3,MMK
2008-08-15,2008,Shan (South),Hsihseng,"meat, fish and eggs",Meat (pork),KG,3636.36,MMK
2008-08-15,2008,Shan (South),Hsihseng,vegetables and fruits,Garlic,KG,484.85,MMK
2008-08-15,2008,Shan (South),Taunggyi,cereals and tubers,Rice (low quality),KG,280.0,MMK
2008-08-15,2008,Shan (South),Taunggyi,"meat, fish and eggs",Meat (beef),KG,3151.52,MMK
2008-08-15,2008,Shan (South),Taunggyi,"meat, fish and eggs",Meat (chicken),KG,3636.36,MMK
2008-08-15,2008,Shan (South),Taunggyi,miscellaneous food,Salt,KG,424.24,MMK
2008-08-15,2008,Shan (South),Taunggyi,vegetables and fruits,Garlic,KG,727.27,MMK
2008-09-15,2008,Kachin,Garayang,cereals and tubers,Rice (low quality),KG,560.0,MMK
2008-09-15,2008,Kachin,Garayang,vegetables and fruits,Garlic,KG,650.0,MMK
2008-09-15,2008,Kachin,Garayang,vegetables and fruits,Onions,KG,585.0,MMK
2008-09-15,2008,Kachin,Nam San Yang,vegetables and fruits,Garlic,KG,780.0,MMK
2008-09-15,2008,Kachin,Nam San Yang,vegetables and fruits,Onions,KG,650.0,MMK
2008-09-15,2008,Kachin,Sadung,cereals and tubers,Potatoes,KG,500.0,MMK
2008-09-15,2008,Kachin,Sadung,vegetables and fruits,Tomatoes,KG,800.0,MMK
2008-09-15,2008,Magway,Magway,cereals and tubers,Rice (low quality),KG,604.17,MMK
2008-09-15,2008,Magway,Magway,vegetables and fruits,Tomatoes,KG,363.64,MMK
2008-09-15,2008,Magway,Yenanchaung,cereals and tubers,Rice (low quality),KG,833.33,MMK
2008-09-15,2008,Magway,Yenanchaung,vegetables and fruits,Tomatoes,KG,363.64,MMK
2008-09-15,2008,Magway,Pakhangyi,vegetables and fruits,Tomatoes,KG,303.03,MMK
2008-09-15,2008,Rakhine,Buthidaung,cereals and tubers,Rice (low quality),KG,330.0,MMK
2008-09-15,2008,Rakhine,Buthidaung,oil and fats,Oil (palm),L,2500.0,MMK
2008-09-15,2008,Rakhine,Kyein Chung,oil and fats,Oil (palm),L,2000.0,MMK
2008-09-15,2008,Rakhine,Kyein Chung,pulses and nuts,Chickpeas (local),KG,750.0,MMK
2008-09-15,2008,Rakhine,Maungdaw,cereals and tubers,Rice (low quality),KG,365.0,MMK
2008-09-15,2008,Rakhine,Maungdaw,pulses and nuts,Chickpeas (local),KG,700.0,MMK
2008-09-15,2008,Rakhine,Myin Hlut,cereals and tubers,Rice (low quality),KG,380.0,MMK
2008-09-15,2008,Rakhine,Myin Hlut,oil and fats,Oil (palm),L,2000.0,MMK
2008-09-15,2008,Rakhine,Myin Hlut,pulses and nuts,Chickpeas (local),KG,750.0,MMK
2008-09-15,2008,Rakhine,Nyaung Chung,cereals and tubers,Rice (low quality),KG,320.0,MMK
2008-09-15,2008,Rakhine,Nyaung Chung,oil and fats,Oil (palm),L,2500.0,MMK
2008-09-15,2008,Rakhine,Taung Bazzar,cereals and tubers,Rice (low quality),KG,335.0,MMK
2008-09-15,2008,Rakhine,Taung Bazzar,oil and fats,Oil (palm),L,2300.0,MMK
2008-09-15,2008,Rakhine,Taung Bazzar,pulses and nuts,Chickpeas (local),KG,800.0,MMK
2008-09-15,2008,Rakhine,Taung Pyo Let Wai,cereals and tubers,Rice (low quality),KG,440.0,MMK
2008-09-15,2008,Rakhine,Taung Pyo Let Wai,oil and fats,Oil (palm),L,2000.0,MMK
2008-09-15,2008,Rakhine,Taung Pyo Let Wai,pulses and nuts,Chickpeas (local),KG,750.0,MMK
2008-09-15,2008,Rakhine,Kha Mauck Siek,cereals and tubers,Rice (low quality),KG,400.0,MMK
2008-09-15,2008,Rakhine,Kha Mauck Siek,pulses and nuts,Chickpeas (local),KG,800.0,MMK
2008-09-15,2008,Rakhine,Rathedaung,oil and fats,Oil (palm),L,2000.0,MMK
2008-09-15,2008,Rakhine,Zedi Pyin,oil and fats,Oil (palm),L,2000.0,MMK
2008-09-15,2008,Rakhine,Zedi Pyin,pulses and nuts,Chickpeas (local),KG,800.0,MMK
2008-09-15,2008,Shan (North),Kaung Ming Sang,cereals and tubers,Rice (low quality),KG,342.29,MMK
2008-09-15,2008,Shan (North),Kaung Ming Sang,vegetables and fruits,Onions,KG,1488.23,MMK
2008-09-15,2008,Shan (North),Man Pan,cereals and tubers,Potatoes,KG,424.24,MMK
2008-09-15,2008,Shan (North),Man Pan,cereals and tubers,Rice (high quality),KG,500.0,MMK
2008-09-15,2008,Shan (North),Man Pan,pulses and nuts,Soybeans,KG,1030.3,MMK
2008-09-15,2008,Shan (North),Man Pan,vegetables and fruits,Garlic,KG,424.24,MMK
2008-09-15,2008,Shan (North),Man Pan,vegetables and fruits,Onions,KG,606.06,MMK
2008-09-15,2008,Shan (North),Manton,cereals and tubers,Maize,KG,303.03,MMK
2008-09-15,2008,Shan (North),Manton,cereals and tubers,Rice (low quality),KG,750.0,MMK
2008-09-15,2008,Shan (North),Manton,vegetables and fruits,Onions,KG,909.09,MMK
2008-09-15,2008,Shan (North),Lashio Market,cereals and tubers,Potatoes,KG,303.03,MMK
2008-09-15,2008,Shan (North),Lashio Market,pulses and nuts,Soybeans,KG,909.09,MMK
2008-09-15,2008,Shan (North),Lashio Market,vegetables and fruits,Onions,KG,424.24,MMK
2008-09-15,2008,Shan (North),Pang Kham,miscellaneous food,Salt,KG,744.12,MMK
2008-09-15,2008,Shan (North),Pang Kham,vegetables and fruits,Onions,KG,744.12,MMK
2008-09-15,2008,Shan (North),Wein Kao,cereals and tubers,Rice (low quality),KG,446.47,MMK
2008-09-15,2008,Shan (North),Wein Kao,miscellaneous food,Salt,KG,446.47,MMK
2008-09-15,2008,Shan (North),Wein Kao,vegetables and fruits,Onions,KG,446.47,MMK
2008-09-15,2008,Shan (South),Hsihseng,"meat, fish and eggs",Meat (chicken),KG,3636.36,MMK
2008-09-15,2008,Shan (South),Hsihseng,"meat, fish and eggs",Meat (pork),KG,3636.36,MMK
2008-09-15,2008,Shan (South),Hsihseng,vegetables and fruits,Garlic,KG,242.42,MMK
2008-09-15,2008,Shan (South),Taunggyi,cereals and tubers,Rice (low quality),KG,360.0,MMK
2008-09-15,2008,Shan (South),Taunggyi,"meat, fish and eggs",Meat (beef),KG,3151.52,MMK
2008-09-15,2008,Shan (South),Taunggyi,"meat, fish and eggs",Meat (chicken),KG,3636.36,MMK
2008-09-15,2008,Shan (South),Taunggyi,"meat, fish and eggs",Meat (pork),KG,4545.45,MMK
2008-09-15,2008,Shan (South),Taunggyi,miscellaneous food,Salt,KG,545.45,MMK
2008-09-15,2008,Shan (South),Taunggyi,vegetables and fruits,Garlic,KG,484.85,MMK
2008-10-15,2008,Kachin,Garayang,vegetables and fruits,Garlic,KG,510.0,MMK
2008-10-15,2008,Kachin,Sadung,cereals and tubers,Rice (low quality),KG,500.0,MMK
2008-10-15,2008,Kachin,Sadung,vegetables and fruits,Onions,KG,700.0,MMK
2008-10-15,2008,Magway,Magway,vegetables and fruits,Tomatoes,KG,363.64,MMK
2008-10-15,2008,Magway,Yenanchaung,cereals and tubers,Potatoes,KG,363.64,MMK
2008-10-15,2008,Magway,Yenanchaung,cereals and tubers,Rice (low quality),KG,833.33,MMK
2008-10-15,2008,Magway,Yenanchaung,vegetables and fruits,Tomatoes,KG,484.85,MMK
2008-10-15,2008,Magway,Pakhangyi,cereals and tubers,Potatoes,KG,424.24,MMK
2008-10-15,2008,Rakhine,Alel Than Kyaw,oil and fats,Oil (palm),L,2300.0,MMK
2008-10-15,2008,Rakhine,Alel Than Kyaw,pulses and nuts,Chickpeas (local),KG,630.0,MMK
2008-10-15,2008,Rakhine,Buthidaung,cereals and tubers,Rice (low quality),KG,250.0,MMK
2008-10-15,2008,Rakhine,Kyein Chung,cereals and tubers,Rice (low quality),KG,340.0,MMK
2008-10-15,2008,Rakhine,Kyein Chung,oil and fats,Oil (palm),L,2300.0,MMK
2008-10-15,2008,Rakhine,Kyein Chung,pulses and nuts,Chickpeas (local),KG,645.0,MMK
2008-10-15,2008,Rakhine,Maungdaw,cereals and tubers,Rice (low quality),KG,350.0,MMK
2008-10-15,2008,Rakhine,Myin Hlut,cereals and tubers,Rice (low quality),KG,380.0,MMK
2008-10-15,2008,Rakhine,Myin Hlut,oil and fats,Oil (palm),L,2400.0,MMK
2008-10-15,2008,Rakhine,Myin Hlut,pulses and nuts,Chickpeas (local),KG,650.0,MMK
2008-10-15,2008,Rakhine,Nyaung Chung,cereals and tubers,Rice (low quality),KG,300.0,MMK
2008-10-15,2008,Rakhine,Taung Bazzar,oil and fats,Oil (palm),L,2000.0,MMK
2008-10-15,2008,Rakhine,Taung Bazzar,pulses and nuts,Chickpeas (local),KG,650.0,MMK
2008-10-15,2008,Rakhine,Taung Pyo Let Wai,oil and fats,Oil (palm),L,2400.0,MMK
2008-10-15,2008,Rakhine,Taung Pyo Let Wai,pulses and nuts,Chickpeas (local),KG,650.0,MMK
2008-10-15,2008,Rakhine,Kha Mauck Siek,oil and fats,Oil (palm),L,2500.0,MMK
2008-10-15,2008,Rakhine,Kha Mauck Siek,pulses and nuts,Chickpeas (local),KG,600.0,MMK
2008-10-15,2008,Rakhine,Rathedaung,cereals and tubers,Rice (low quality),KG,350.0,MMK
2008-10-15,2008,Rakhine,Zedi Pyin,oil and fats,Oil (palm),L,2200.0,MMK
2008-10-15,2008,Rakhine,Zedi Pyin,pulses and nuts,Chickpeas (local),KG,650.0,MMK
2008-10-15,2008,Shan (North),Kaung Ming Sang,cereals and tubers,Rice (low quality),KG,446.47,MMK
2008-10-15,2008,Shan (North),Kaung Ming Sang,vegetables and fruits,Onions,KG,1488.23,MMK
2008-10-15,2008,Shan (North),Man Pan,cereals and tubers,Potatoes,KG,424.24,MMK
2008-10-15,2008,Shan (North),Man Pan,cereals and tubers,Rice (high quality),KG,700.0,MMK
2008-10-15,2008,Shan (North),Man Pan,cereals and tubers,Rice (low quality),KG,500.0,MMK
2008-10-15,2008,Shan (North),Man Pan,oil and fats,Oil (palm),L,2909.09,MMK
2008-10-15,2008,Shan (North),Man Pan,pulses and nuts,Soybeans,KG,969.7,MMK
2008-10-15,2008,Shan (North),Man Pan,vegetables and fruits,Onions,KG,484.85,MMK
2008-10-15,2008,Shan (North),Manton,cereals and tubers,Maize,KG,303.03,MMK
2008-10-15,2008,Shan (North),Manton,cereals and tubers,Rice (low quality),KG,650.0,MMK
2008-10-15,2008,Shan (North),Manton,vegetables and fruits,Garlic,KG,484.85,MMK
2008-10-15,2008,Shan (North),Manton,vegetables and fruits,Onions,KG,909.09,MMK
2008-10-15,2008,Shan (North),Lashio Market,cereals and tubers,Potatoes,KG,363.64,MMK
2008-10-15,2008,Shan (North),Lashio Market,cereals and tubers,Rice (high quality),KG,850.0,MMK
2008-10-15,2008,Shan (North),Lashio Market,cereals and tubers,Rice (low quality),KG,600.0,MMK
2008-10-15,2008,Shan (North),Lashio Market,miscellaneous food,Salt,KG,424.24,MMK
2008-10-15,2008,Shan (North),Lashio Market,pulses and nuts,Soybeans,KG,848.48,MMK
2008-10-15,2008,Shan (North),Lashio Market,vegetables and fruits,Onions,KG,424.24,MMK
2008-10-15,2008,Shan (North),Pang Kham,miscellaneous food,Salt,KG,744.12,MMK
2008-10-15,2008,Shan (North),Pang Kham,vegetables and fruits,Onions,KG,744.12,MMK
2008-10-15,2008,Shan (North),Wein Kao,miscellaneous food,Salt,KG,446.47,MMK
2008-10-15,2008,Shan (North),Wein Kao,vegetables and fruits,Onions,KG,446.47,MMK
2008-10-15,2008,Shan (South),Hsihseng,cereals and tubers,Rice (low quality),KG,220.0,MMK
2008-10-15,2008,Shan (South),Hsihseng,"meat, fish and eggs",Meat (beef),KG,2424.24,MMK
2008-10-15,2008,Shan (South),Hsihseng,"meat, fish and eggs",Meat (chicken),KG,3636.36,MMK
2008-10-15,2008,Shan (South),Hsihseng,vegetables and fruits,Garlic,KG,242.42,MMK
2008-10-15,2008,Shan (South),Taunggyi,cereals and tubers,Rice (low quality),KG,280.0,MMK
2008-11-15,2008,Kachin,Garayang,cereals and tubers,Rice (low quality),KG,550.0,MMK
2008-11-15,2008,Kachin,Garayang,vegetables and fruits,Garlic,KG,510.0,MMK
2008-11-15,2008,Kachin,Garayang,vegetables and fruits,Onions,KG,450.0,MMK
2008-11-15,2008,Kachin,Nam San Yang,vegetables and fruits,Garlic,KG,450.0,MMK
2008-11-15,2008,Kachin,Nam San Yang,vegetables and fruits,Onions,KG,300.0,MMK
2008-11-15,2008,Kachin,Sadung,cereals and tubers,Potatoes,KG,500.0,MMK
2008-11-15,2008,Kachin,Sadung,vegetables and fruits,Onions,KG,700.0,MMK
2008-11-15,2008,Kachin,Sadung,vegetables and fruits,Tomatoes,KG,1000.0,MMK
2008-11-15,2008,Magway,Magway,cereals and tubers,Potatoes,KG,333.33,MMK
2008-11-15,2008,Magway,Magway,cereals and tubers,Rice (low quality),KG,479.17,MMK
2008-11-15,2008,Magway,Magway,vegetables and fruits,Tomatoes,KG,424.24,MMK
2008-11-15,2008,Magway,Yenanchaung,vegetables and fruits,Tomatoes,KG,242.42,MMK
2008-11-15,2008,Magway,Pakhangyi,cereals and tubers,Rice (low quality),KG,750.0,MMK
2008-11-15,2008,Rakhine,Alel Than Kyaw,cereals and tubers,Rice (low quality),KG,360.0,MMK
2008-11-15,2008,Rakhine,Alel Than Kyaw,pulses and nuts,Chickpeas (local),KG,550.0,MMK
2008-11-15,2008,Rakhine,Buthidaung,cereals and tubers,Rice (low quality),KG,350.0,MMK
2008-11-15,2008,Rakhine,Buthidaung,oil and fats,Oil (palm),L,1500.0,MMK
2008-11-15,2008,Rakhine,Kyein Chung,cereals and tubers,Rice (low quality),KG,340.0,MMK
2008-11-15,2008,Rakhine,Kyein Chung,oil and fats,Oil (palm),L,2200.0,MMK
